1_двигатель_включен,1_ручной_тормоз,1_фары_включены,1_тип_кузова,1_привод,1_топливо,1_уровень_топлива,1_скоростной_режим,1_скорость,1_угол_поворота,2_двигатель_включен,2_ручной_тормоз,2_фары_включены,2_тип_кузова,2_привод,2_топливо,2_уровень_топлива,2_скоростной_режим,2_скорость,2_угол_поворота,collision
1,0,1,внедорожник,задний,дизель,низкий,нормально,139.66879452183298,-172.60712877132218,1,1,1,внедорожник,полный,электро,высокий,нормально,113.23698270275868,-169.59271103245538,нет
0,1,0,грузовик,задний,бензин,высокий,быстро,14.168707263979897,160.59426992596804,0,0,1,грузовик,передний,гибрид,средний,быстро,160.40893517906187,1.973327397700757,нет
0,0,1,хэтчбек,передний,электро,низкий,быстро,122.55853338280033,-69.97806631033347,1,0,1,седан,передний,бензин,средний,быстро,70.87001784675027,-57.45801027727819,нет
0,0,0,грузовик,полный,гибрид,средний,медленно,195.66408495257116,47.77231307746297,0,1,0,внедорожник,полный,дизель,высокий,быстро,50.237644987493965,24.83876405151591,нет
1,1,1,внедорожник,полный,дизель,низкий,быстро,174.01895677903866,-42.29185446459894,1,1,1,внедорожник,полный,электро,высокий,нормально,113.23698270275868,-169.59271103245538,да
1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,0,1,0,внедорожник,полный,дизель,высокий,быстро,50.237644987493965,24.83876405151591,нет
1,1,0,седан,полный,электро,средний,быстро,23.39885332193825,77.87300957084733,1,1,1,внедорожник,полный,дизель,низкий,быстро,174.01895677903866,-42.29185446459894,нет
0,1,1,хэтчбек,задний,электро,средний,быстро,46.62784676410454,-73.44491117300183,0,1,0,внедорожник,полный,дизель,высокий,быстро,50.237644987493965,24.83876405151591,нет
1,0,1,внедорожник,задний,гибрид,средний,медленно,4.984672670456103,-121.20249978539545,1,0,0,внедорожник,задний,дизель,высокий,медленно,102.34990666645538,4.525406759938562,да
0,0,1,внедорожник,передний,бензин,средний,медленно,106.71360966521772,-126.63354047671973,1,0,1,грузовик,задний,бензин,низкий,быстро,33.95498641207442,-136.12572858655358,нет
1,1,1,внедорожник,передний,гибрид,низкий,быстро,151.34857225212716,-175.82215586973328,1,0,1,внедорожник,передний,дизель,низкий,быстро,102.81710694311221,120.71974651542234,да
1,1,0,седан,задний,гибрид,средний,нормально,79.81470204041108,77.02670475759999,1,1,0,грузовик,передний,дизель,низкий,нормально,94.78778103578982,107.97369318475717,нет
0,1,1,хэтчбек,задний,электро,средний,быстро,46.62784676410454,-73.44491117300183,1,1,1,седан,задний,электро,низкий,нормально,109.08168769774502,169.93638937313233,нет
1,0,1,внедорожник,задний,гибрид,средний,медленно,4.984672670456103,-121.20249978539545,0,0,0,грузовик,полный,гибрид,средний,медленно,195.66408495257116,47.77231307746297,нет
1,1,1,грузовик,полный,электро,низкий,нормально,18.634147153049007,-39.46689779314116,1,0,0,внедорожник,задний,дизель,высокий,медленно,102.34990666645538,4.525406759938562,нет
1,1,0,седан,задний,гибрид,средний,нормально,79.81470204041108,77.02670475759999,0,0,1,внедорожник,передний,бензин,средний,медленно,106.71360966521772,-126.63354047671973,нет
1,0,1,внедорожник,задний,гибрид,средний,медленно,4.984672670456103,-121.20249978539545,0,0,1,грузовик,передний,гибрид,средний,быстро,160.40893517906187,1.973327397700757,нет
1,1,0,хэтчбек,полный,дизель,низкий,медленно,78.41331416472099,-100.82653297558964,0,0,0,хэтчбек,передний,электро,средний,медленно,48.21210557350166,-49.11493602485231,нет
1,1,0,хэтчбек,полный,дизель,низкий,медленно,78.41331416472099,-100.82653297558964,0,1,0,внедорожник,задний,дизель,средний,нормально,15.11177976727951,-118.53144586418364,нет
1,1,1,грузовик,передний,бензин,средний,быстро,29.048443319550344,-45.60809386731319,0,1,0,внедорожник,полный,дизель,высокий,быстро,50.237644987493965,24.83876405151591,нет
1,0,0,хэтчбек,передний,дизель,средний,медленно,184.65018091834006,154.98456614076537,0,0,1,хэтчбек,передний,электро,низкий,быстро,122.55853338280033,-69.97806631033347,нет
1,1,1,внедорожник,передний,гибрид,низкий,быстро,151.34857225212716,-175.82215586973328,0,0,1,грузовик,задний,бензин,низкий,быстро,152.66119434511987,32.280350824601584,нет
0,0,1,грузовик,передний,гибрид,средний,быстро,160.40893517906187,1.973327397700757,1,1,1,внедорожник,полный,дизель,низкий,быстро,174.01895677903866,-42.29185446459894,нет
1,1,0,грузовик,передний,дизель,низкий,нормально,94.78778103578982,107.97369318475717,1,1,1,грузовик,передний,дизель,высокий,нормально,83.6158621133015,-105.3889659762506,да
1,1,1,грузовик,полный,электро,низкий,нормально,18.634147153049007,-39.46689779314116,0,0,0,внедорожник,полный,дизель,высокий,нормально,108.89050002066843,-58.61348868069288,нет
1,0,1,внедорожник,задний,гибрид,средний,медленно,4.984672670456103,-121.20249978539545,0,1,0,седан,полный,гибрид,низкий,медленно,122.2565016257632,26.24883681920008,нет
1,0,0,хэтчбек,задний,дизель,средний,медленно,106.97244824969849,-81.98655412289234,1,1,1,грузовик,передний,дизель,высокий,нормально,83.6158621133015,-105.3889659762506,нет
0,1,0,седан,полный,гибрид,низкий,медленно,122.2565016257632,26.24883681920008,0,0,1,грузовик,передний,гибрид,средний,быстро,160.40893517906187,1.973327397700757,нет
1,1,1,грузовик,задний,гибрид,низкий,нормально,191.7902441045108,-46.083664293210575,1,1,0,хэтчбек,передний,электро,высокий,нормально,63.221664599055806,-168.7727212856729,нет
0,1,1,грузовик,полный,бензин,низкий,медленно,80.3681167490249,-92.83785103339851,1,1,1,внедорожник,полный,дизель,низкий,быстро,174.01895677903866,-42.29185446459894,нет
1,0,1,внедорожник,задний,гибрид,средний,медленно,4.984672670456103,-121.20249978539545,0,1,0,внедорожник,задний,дизель,средний,нормально,15.11177976727951,-118.53144586418364,нет
1,1,1,грузовик,передний,бензин,средний,быстро,29.048443319550344,-45.60809386731319,0,1,1,хэтчбек,задний,электро,средний,быстро,46.62784676410454,-73.44491117300183,нет
1,1,0,хэтчбек,передний,дизель,низкий,быстро,178.8081698953808,12.016711137596104,0,1,0,хэтчбек,полный,гибрид,низкий,быстро,180.29340661089455,-22.493097587380248,да
0,0,1,внедорожник,передний,бензин,средний,медленно,106.71360966521772,-126.63354047671973,1,0,0,седан,полный,гибрид,низкий,быстро,136.7218603894804,-49.44746979293174,нет
0,0,0,седан,полный,дизель,высокий,медленно,47.09469815487448,144.005728142586,0,1,1,грузовик,полный,бензин,низкий,медленно,80.3681167490249,-92.83785103339851,нет
1,1,1,грузовик,задний,гибрид,низкий,нормально,191.7902441045108,-46.083664293210575,1,0,0,хэтчбек,передний,дизель,средний,медленно,184.65018091834006,154.98456614076537,нет
1,1,1,внедорожник,передний,гибрид,низкий,быстро,151.34857225212716,-175.82215586973328,0,1,0,внедорожник,полный,дизель,высокий,быстро,50.237644987493965,24.83876405151591,нет
1,1,1,внедорожник,передний,гибрид,низкий,быстро,151.34857225212716,-175.82215586973328,1,1,1,грузовик,полный,электро,низкий,нормально,18.634147153049007,-39.46689779314116,нет
1,0,1,хэтчбек,задний,гибрид,низкий,быстро,145.7624249228609,134.08575584965337,1,1,0,внедорожник,задний,электро,низкий,нормально,46.631480973578675,-37.238053360167044,нет
1,0,1,хэтчбек,задний,гибрид,низкий,быстро,145.7624249228609,134.08575584965337,1,1,1,внедорожник,полный,электро,высокий,нормально,113.23698270275868,-169.59271103245538,нет
1,0,1,внедорожник,задний,гибрид,средний,медленно,4.984672670456103,-121.20249978539545,1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,нет
0,1,0,внедорожник,полный,дизель,высокий,быстро,50.237644987493965,24.83876405151591,0,0,0,хэтчбек,передний,электро,средний,медленно,48.21210557350166,-49.11493602485231,нет
0,0,1,хэтчбек,передний,электро,низкий,быстро,122.55853338280033,-69.97806631033347,0,1,0,внедорожник,полный,дизель,высокий,быстро,50.237644987493965,24.83876405151591,нет
1,0,1,внедорожник,задний,дизель,низкий,нормально,139.66879452183298,-172.60712877132218,1,0,0,хэтчбек,задний,дизель,средний,медленно,106.97244824969849,-81.98655412289234,нет
1,1,0,седан,задний,гибрид,средний,нормально,79.81470204041108,77.02670475759999,1,1,0,грузовик,задний,бензин,низкий,медленно,88.46407263018608,141.5890803541966,нет
0,0,0,грузовик,полный,гибрид,средний,медленно,195.66408495257116,47.77231307746297,0,0,0,хэтчбек,передний,электро,средний,медленно,48.21210557350166,-49.11493602485231,да
1,1,0,хэтчбек,передний,дизель,низкий,быстро,178.8081698953808,12.016711137596104,1,0,0,внедорожник,задний,бензин,средний,нормально,185.20235609893848,-61.99338846518407,нет
0,0,1,грузовик,передний,гибрид,средний,быстро,149.88968472926217,-79.3892571927078,0,1,0,внедорожник,задний,дизель,средний,нормально,15.11177976727951,-118.53144586418364,нет
0,1,1,седан,передний,электро,средний,быстро,164.88680495045546,-118.15788069851676,0,1,1,седан,полный,дизель,высокий,медленно,172.2231694875445,-104.7522433636655,нет
0,1,0,хэтчбек,передний,дизель,высокий,нормально,123.22843397937102,174.05682389614708,1,1,0,грузовик,задний,бензин,низкий,медленно,88.46407263018608,141.5890803541966,нет
1,0,0,внедорожник,задний,бензин,средний,нормально,185.20235609893848,-61.99338846518407,1,1,0,внедорожник,задний,электро,низкий,нормально,46.631480973578675,-37.238053360167044,да
0,1,0,внедорожник,задний,дизель,средний,нормально,15.11177976727951,-118.53144586418364,0,1,0,хэтчбек,передний,дизель,высокий,нормально,123.22843397937102,174.05682389614708,да
1,1,1,грузовик,полный,электро,низкий,нормально,18.634147153049007,-39.46689779314116,0,1,1,грузовик,полный,бензин,низкий,медленно,80.3681167490249,-92.83785103339851,да
0,0,1,грузовик,задний,бензин,низкий,быстро,152.66119434511987,32.280350824601584,1,1,1,грузовик,передний,дизель,высокий,нормально,83.6158621133015,-105.3889659762506,нет
1,1,0,седан,задний,гибрид,средний,нормально,79.81470204041108,77.02670475759999,1,0,0,седан,полный,гибрид,низкий,быстро,136.7218603894804,-49.44746979293174,нет
1,0,1,седан,передний,бензин,средний,быстро,70.87001784675027,-57.45801027727819,1,1,1,грузовик,передний,дизель,высокий,нормально,83.6158621133015,-105.3889659762506,нет
0,1,1,хэтчбек,задний,электро,средний,быстро,46.62784676410454,-73.44491117300183,1,0,1,внедорожник,задний,дизель,низкий,нормально,139.66879452183298,-172.60712877132218,нет
0,0,1,грузовик,задний,бензин,низкий,быстро,152.66119434511987,32.280350824601584,1,0,0,седан,полный,гибрид,низкий,быстро,136.7218603894804,-49.44746979293174,нет
1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,1,1,0,хэтчбек,передний,дизель,низкий,быстро,178.8081698953808,12.016711137596104,нет
0,1,1,грузовик,полный,бензин,низкий,медленно,80.3681167490249,-92.83785103339851,1,0,1,внедорожник,передний,дизель,низкий,быстро,102.81710694311221,120.71974651542234,нет
1,1,0,хэтчбек,полный,дизель,низкий,медленно,78.41331416472099,-100.82653297558964,0,0,1,грузовик,задний,бензин,низкий,быстро,152.66119434511987,32.280350824601584,нет
1,1,1,грузовик,задний,гибрид,низкий,нормально,191.7902441045108,-46.083664293210575,0,1,0,внедорожник,задний,дизель,средний,нормально,15.11177976727951,-118.53144586418364,нет
0,0,1,грузовик,задний,бензин,низкий,быстро,152.66119434511987,32.280350824601584,1,0,1,внедорожник,задний,дизель,низкий,нормально,139.66879452183298,-172.60712877132218,нет
0,0,1,грузовик,передний,гибрид,средний,быстро,149.88968472926217,-79.3892571927078,1,0,1,грузовик,задний,бензин,низкий,быстро,33.95498641207442,-136.12572858655358,нет
1,1,0,седан,задний,гибрид,средний,нормально,79.81470204041108,77.02670475759999,1,0,0,внедорожник,задний,дизель,высокий,медленно,102.34990666645538,4.525406759938562,нет
0,1,1,седан,передний,электро,средний,быстро,164.88680495045546,-118.15788069851676,1,0,0,седан,полный,гибрид,низкий,быстро,136.7218603894804,-49.44746979293174,нет
0,0,0,хэтчбек,передний,электро,средний,медленно,48.21210557350166,-49.11493602485231,1,0,1,внедорожник,задний,дизель,низкий,нормально,139.66879452183298,-172.60712877132218,нет
1,0,1,седан,передний,бензин,средний,быстро,70.87001784675027,-57.45801027727819,1,0,1,внедорожник,задний,дизель,низкий,нормально,139.66879452183298,-172.60712877132218,нет
1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,0,1,0,хэтчбек,полный,гибрид,низкий,быстро,180.29340661089455,-22.493097587380248,нет
0,1,1,седан,полный,дизель,высокий,медленно,172.2231694875445,-104.7522433636655,1,1,0,хэтчбек,полный,дизель,низкий,медленно,78.41331416472099,-100.82653297558964,нет
0,1,1,седан,передний,электро,средний,быстро,164.88680495045546,-118.15788069851676,0,0,1,грузовик,передний,гибрид,средний,быстро,160.40893517906187,1.973327397700757,да
1,0,1,внедорожник,передний,дизель,низкий,быстро,102.81710694311221,120.71974651542234,1,0,1,внедорожник,задний,дизель,низкий,нормально,139.66879452183298,-172.60712877132218,да
0,1,0,седан,полный,гибрид,низкий,медленно,122.2565016257632,26.24883681920008,1,0,1,седан,передний,бензин,средний,быстро,70.87001784675027,-57.45801027727819,нет
0,0,0,грузовик,полный,гибрид,средний,медленно,195.66408495257116,47.77231307746297,1,1,1,грузовик,полный,электро,низкий,нормально,18.634147153049007,-39.46689779314116,нет
0,1,0,хэтчбек,полный,гибрид,низкий,быстро,180.29340661089455,-22.493097587380248,0,1,1,грузовик,полный,бензин,низкий,медленно,80.3681167490249,-92.83785103339851,нет
1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,0,0,0,седан,полный,дизель,высокий,медленно,47.09469815487448,144.005728142586,нет
0,0,1,хэтчбек,передний,электро,низкий,быстро,122.55853338280033,-69.97806631033347,1,0,1,внедорожник,передний,дизель,низкий,быстро,102.81710694311221,120.71974651542234,да
0,0,1,грузовик,передний,гибрид,средний,быстро,160.40893517906187,1.973327397700757,1,0,1,внедорожник,передний,дизель,низкий,быстро,102.81710694311221,120.71974651542234,нет
1,0,1,хэтчбек,задний,гибрид,низкий,быстро,145.7624249228609,134.08575584965337,0,1,1,хэтчбек,задний,электро,средний,быстро,46.62784676410454,-73.44491117300183,нет
0,0,1,грузовик,задний,бензин,низкий,быстро,152.66119434511987,32.280350824601584,0,1,1,грузовик,полный,бензин,низкий,медленно,80.3681167490249,-92.83785103339851,да
1,1,1,внедорожник,передний,гибрид,низкий,быстро,151.34857225212716,-175.82215586973328,1,0,0,хэтчбек,задний,дизель,средний,медленно,106.97244824969849,-81.98655412289234,нет
1,1,0,внедорожник,задний,электро,низкий,нормально,46.631480973578675,-37.238053360167044,0,0,0,внедорожник,полный,дизель,высокий,нормально,108.89050002066843,-58.61348868069288,нет
0,1,0,седан,полный,гибрид,низкий,медленно,122.2565016257632,26.24883681920008,0,0,0,грузовик,полный,гибрид,средний,медленно,195.66408495257116,47.77231307746297,да
1,0,1,внедорожник,задний,гибрид,средний,медленно,4.984672670456103,-121.20249978539545,1,0,0,хэтчбек,передний,дизель,средний,медленно,184.65018091834006,154.98456614076537,нет
0,0,1,внедорожник,передний,бензин,средний,медленно,106.71360966521772,-126.63354047671973,0,0,0,внедорожник,полный,дизель,высокий,нормально,108.89050002066843,-58.61348868069288,нет
0,1,0,седан,полный,гибрид,низкий,медленно,122.2565016257632,26.24883681920008,0,0,1,хэтчбек,передний,электро,низкий,быстро,122.55853338280033,-69.97806631033347,нет
0,0,1,внедорожник,передний,бензин,средний,медленно,106.71360966521772,-126.63354047671973,1,1,0,внедорожник,задний,электро,низкий,нормально,46.631480973578675,-37.238053360167044,нет
0,0,1,грузовик,передний,гибрид,средний,быстро,160.40893517906187,1.973327397700757,0,0,0,внедорожник,полный,дизель,высокий,нормально,108.89050002066843,-58.61348868069288,нет
1,1,1,грузовик,передний,бензин,средний,быстро,29.048443319550344,-45.60809386731319,0,1,0,хэтчбек,передний,дизель,высокий,нормально,123.22843397937102,174.05682389614708,нет
1,0,0,седан,полный,гибрид,низкий,быстро,136.7218603894804,-49.44746979293174,1,0,0,внедорожник,задний,бензин,средний,нормально,185.20235609893848,-61.99338846518407,нет
0,0,1,грузовик,задний,бензин,низкий,быстро,152.66119434511987,32.280350824601584,1,0,0,внедорожник,задний,бензин,средний,нормально,185.20235609893848,-61.99338846518407,нет
0,1,1,седан,полный,дизель,высокий,медленно,172.2231694875445,-104.7522433636655,1,1,1,грузовик,передний,дизель,высокий,нормально,83.6158621133015,-105.3889659762506,нет
1,1,0,седан,задний,гибрид,средний,нормально,79.81470204041108,77.02670475759999,0,1,0,хэтчбек,полный,гибрид,низкий,быстро,180.29340661089455,-22.493097587380248,нет
0,0,1,грузовик,передний,гибрид,средний,быстро,149.88968472926217,-79.3892571927078,1,1,1,внедорожник,полный,дизель,низкий,быстро,174.01895677903866,-42.29185446459894,нет
0,0,0,седан,полный,дизель,высокий,медленно,47.09469815487448,144.005728142586,1,1,1,седан,задний,электро,низкий,нормально,109.08168769774502,169.93638937313233,нет
0,1,0,седан,полный,гибрид,низкий,медленно,122.2565016257632,26.24883681920008,1,0,0,внедорожник,задний,дизель,высокий,медленно,102.34990666645538,4.525406759938562,нет
0,1,1,седан,полный,дизель,высокий,медленно,172.2231694875445,-104.7522433636655,1,1,0,грузовик,передний,дизель,низкий,нормально,94.78778103578982,107.97369318475717,нет
1,0,1,внедорожник,передний,дизель,низкий,быстро,102.81710694311221,120.71974651542234,1,1,1,внедорожник,полный,электро,высокий,нормально,113.23698270275868,-169.59271103245538,нет
0,1,0,хэтчбек,полный,гибрид,низкий,быстро,180.29340661089455,-22.493097587380248,1,0,1,внедорожник,передний,дизель,низкий,быстро,102.81710694311221,120.71974651542234,нет
1,1,1,седан,задний,электро,низкий,нормально,109.08168769774502,169.93638937313233,0,0,0,хэтчбек,передний,электро,средний,медленно,48.21210557350166,-49.11493602485231,нет
0,1,0,хэтчбек,полный,гибрид,низкий,быстро,180.29340661089455,-22.493097587380248,1,1,0,хэтчбек,передний,электро,высокий,нормально,63.221664599055806,-168.7727212856729,нет
0,0,1,грузовик,передний,гибрид,средний,быстро,160.40893517906187,1.973327397700757,0,0,1,грузовик,передний,гибрид,средний,быстро,149.88968472926217,-79.3892571927078,да
1,1,0,хэтчбек,полный,дизель,низкий,медленно,78.41331416472099,-100.82653297558964,1,0,1,седан,передний,бензин,средний,быстро,70.87001784675027,-57.45801027727819,нет
1,0,0,внедорожник,задний,бензин,средний,нормально,185.20235609893848,-61.99338846518407,1,0,0,хэтчбек,задний,дизель,средний,медленно,106.97244824969849,-81.98655412289234,да
0,1,0,грузовик,задний,бензин,высокий,быстро,14.168707263979897,160.59426992596804,1,1,0,хэтчбек,полный,дизель,низкий,медленно,78.41331416472099,-100.82653297558964,нет
0,1,0,грузовик,задний,бензин,высокий,быстро,14.168707263979897,160.59426992596804,0,1,0,внедорожник,задний,дизель,средний,нормально,15.11177976727951,-118.53144586418364,нет
1,1,0,хэтчбек,передний,дизель,низкий,быстро,178.8081698953808,12.016711137596104,1,1,0,хэтчбек,полный,дизель,низкий,медленно,78.41331416472099,-100.82653297558964,да
1,1,1,грузовик,задний,гибрид,низкий,нормально,191.7902441045108,-46.083664293210575,1,0,1,грузовик,задний,бензин,низкий,быстро,33.95498641207442,-136.12572858655358,да
0,1,0,внедорожник,задний,дизель,средний,нормально,15.11177976727951,-118.53144586418364,1,0,1,внедорожник,задний,дизель,низкий,нормально,139.66879452183298,-172.60712877132218,нет
0,1,1,седан,передний,электро,средний,быстро,164.88680495045546,-118.15788069851676,0,0,0,седан,полный,дизель,высокий,медленно,47.09469815487448,144.005728142586,нет
1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,1,0,0,внедорожник,задний,дизель,высокий,медленно,102.34990666645538,4.525406759938562,нет
0,0,1,внедорожник,передний,бензин,средний,медленно,106.71360966521772,-126.63354047671973,1,0,1,внедорожник,передний,дизель,низкий,быстро,102.81710694311221,120.71974651542234,нет
0,1,1,седан,полный,дизель,высокий,медленно,172.2231694875445,-104.7522433636655,0,0,0,грузовик,полный,гибрид,средний,медленно,195.66408495257116,47.77231307746297,нет
1,1,1,седан,задний,электро,низкий,нормально,109.08168769774502,169.93638937313233,1,0,1,седан,передний,бензин,средний,быстро,70.87001784675027,-57.45801027727819,нет
1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,0,0,1,грузовик,задний,бензин,низкий,быстро,152.66119434511987,32.280350824601584,нет
1,1,0,седан,полный,электро,средний,быстро,23.39885332193825,77.87300957084733,1,1,0,внедорожник,задний,электро,низкий,нормально,46.631480973578675,-37.238053360167044,нет
1,0,0,хэтчбек,передний,дизель,средний,медленно,184.65018091834006,154.98456614076537,1,1,1,внедорожник,полный,электро,высокий,нормально,113.23698270275868,-169.59271103245538,нет
1,1,0,седан,полный,электро,средний,быстро,23.39885332193825,77.87300957084733,1,0,0,хэтчбек,задний,дизель,средний,медленно,106.97244824969849,-81.98655412289234,нет
1,0,0,хэтчбек,передний,дизель,средний,медленно,184.65018091834006,154.98456614076537,1,0,1,грузовик,задний,бензин,низкий,быстро,33.95498641207442,-136.12572858655358,нет
1,1,1,грузовик,полный,электро,низкий,нормально,18.634147153049007,-39.46689779314116,0,0,0,хэтчбек,передний,электро,средний,медленно,48.21210557350166,-49.11493602485231,нет
0,0,1,внедорожник,передний,бензин,средний,медленно,106.71360966521772,-126.63354047671973,0,1,0,внедорожник,задний,дизель,средний,нормально,15.11177976727951,-118.53144586418364,нет
1,0,0,хэтчбек,передний,дизель,средний,медленно,184.65018091834006,154.98456614076537,0,0,0,хэтчбек,передний,электро,средний,медленно,48.21210557350166,-49.11493602485231,да
0,1,1,седан,полный,дизель,высокий,медленно,172.2231694875445,-104.7522433636655,1,0,0,седан,полный,гибрид,низкий,быстро,136.7218603894804,-49.44746979293174,нет
0,1,1,седан,передний,электро,средний,быстро,164.88680495045546,-118.15788069851676,1,0,1,седан,полный,электро,средний,быстро,163.40984255997878,85.34199120690641,да
1,0,1,внедорожник,задний,гибрид,средний,медленно,4.984672670456103,-121.20249978539545,1,1,0,хэтчбек,передний,дизель,низкий,быстро,178.8081698953808,12.016711137596104,нет
0,1,0,седан,полный,гибрид,низкий,медленно,122.2565016257632,26.24883681920008,1,1,1,внедорожник,передний,гибрид,низкий,быстро,151.34857225212716,-175.82215586973328,нет
1,1,0,седан,задний,гибрид,средний,нормально,79.81470204041108,77.02670475759999,0,0,1,грузовик,задний,бензин,низкий,быстро,152.66119434511987,32.280350824601584,нет
0,1,0,хэтчбек,полный,гибрид,низкий,быстро,180.29340661089455,-22.493097587380248,1,0,1,грузовик,задний,бензин,низкий,быстро,33.95498641207442,-136.12572858655358,нет
1,1,0,хэтчбек,передний,электро,высокий,нормально,63.221664599055806,-168.7727212856729,1,0,0,хэтчбек,задний,дизель,средний,медленно,106.97244824969849,-81.98655412289234,нет
0,0,1,грузовик,передний,гибрид,средний,быстро,149.88968472926217,-79.3892571927078,1,0,0,седан,полный,гибрид,низкий,быстро,136.7218603894804,-49.44746979293174,нет
1,1,0,седан,полный,электро,средний,быстро,23.39885332193825,77.87300957084733,1,1,0,грузовик,задний,бензин,низкий,медленно,88.46407263018608,141.5890803541966,нет
1,1,1,грузовик,полный,электро,низкий,нормально,18.634147153049007,-39.46689779314116,1,1,1,грузовик,передний,дизель,высокий,нормально,83.6158621133015,-105.3889659762506,да
1,1,0,хэтчбек,передний,дизель,низкий,быстро,178.8081698953808,12.016711137596104,1,0,1,седан,передний,бензин,средний,быстро,70.87001784675027,-57.45801027727819,нет
1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,1,0,1,внедорожник,передний,дизель,низкий,быстро,102.81710694311221,120.71974651542234,нет
0,0,1,хэтчбек,передний,электро,низкий,быстро,122.55853338280033,-69.97806631033347,1,1,0,хэтчбек,передний,электро,высокий,нормально,63.221664599055806,-168.7727212856729,нет
1,1,1,грузовик,полный,электро,низкий,нормально,18.634147153049007,-39.46689779314116,1,1,0,хэтчбек,передний,электро,высокий,нормально,63.221664599055806,-168.7727212856729,нет
0,1,1,седан,передний,электро,средний,быстро,164.88680495045546,-118.15788069851676,1,0,0,внедорожник,задний,бензин,средний,нормально,185.20235609893848,-61.99338846518407,нет
0,0,1,внедорожник,передний,бензин,средний,медленно,106.71360966521772,-126.63354047671973,1,1,0,седан,полный,электро,средний,быстро,23.39885332193825,77.87300957084733,нет
0,1,0,внедорожник,задний,дизель,средний,нормально,15.11177976727951,-118.53144586418364,1,0,0,хэтчбек,задний,дизель,средний,медленно,106.97244824969849,-81.98655412289234,нет
1,1,1,внедорожник,передний,гибрид,низкий,быстро,151.34857225212716,-175.82215586973328,0,0,0,грузовик,полный,гибрид,средний,медленно,195.66408495257116,47.77231307746297,нет
1,1,1,грузовик,передний,бензин,средний,быстро,29.048443319550344,-45.60809386731319,1,1,1,внедорожник,передний,гибрид,низкий,быстро,151.34857225212716,-175.82215586973328,да
1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,1,1,1,внедорожник,полный,электро,высокий,нормально,113.23698270275868,-169.59271103245538,да
1,1,1,грузовик,передний,бензин,средний,быстро,29.048443319550344,-45.60809386731319,1,1,1,грузовик,передний,дизель,высокий,нормально,83.6158621133015,-105.3889659762506,да
0,0,1,грузовик,передний,гибрид,средний,быстро,160.40893517906187,1.973327397700757,1,0,0,внедорожник,задний,дизель,высокий,медленно,102.34990666645538,4.525406759938562,нет
0,1,1,седан,полный,дизель,высокий,медленно,172.2231694875445,-104.7522433636655,1,1,0,внедорожник,задний,электро,низкий,нормально,46.631480973578675,-37.238053360167044,нет
1,0,1,хэтчбек,задний,гибрид,низкий,быстро,145.7624249228609,134.08575584965337,0,0,1,хэтчбек,передний,электро,низкий,быстро,122.55853338280033,-69.97806631033347,да
1,1,0,седан,полный,электро,средний,быстро,23.39885332193825,77.87300957084733,0,1,1,грузовик,полный,бензин,низкий,медленно,80.3681167490249,-92.83785103339851,нет
1,0,1,хэтчбек,задний,гибрид,низкий,быстро,145.7624249228609,134.08575584965337,1,0,0,внедорожник,задний,бензин,средний,нормально,185.20235609893848,-61.99338846518407,нет
1,0,0,хэтчбек,передний,дизель,средний,медленно,184.65018091834006,154.98456614076537,0,1,0,хэтчбек,передний,дизель,высокий,нормально,123.22843397937102,174.05682389614708,нет
0,1,1,грузовик,полный,бензин,низкий,медленно,80.3681167490249,-92.83785103339851,0,1,0,внедорожник,полный,дизель,высокий,быстро,50.237644987493965,24.83876405151591,нет
0,0,1,внедорожник,передний,бензин,средний,медленно,106.71360966521772,-126.63354047671973,0,0,1,хэтчбек,передний,электро,низкий,быстро,122.55853338280033,-69.97806631033347,нет
1,0,1,хэтчбек,задний,гибрид,низкий,быстро,145.7624249228609,134.08575584965337,0,1,1,седан,полный,дизель,высокий,медленно,172.2231694875445,-104.7522433636655,нет
1,0,1,седан,передний,бензин,средний,быстро,70.87001784675027,-57.45801027727819,1,0,0,седан,полный,гибрид,низкий,быстро,136.7218603894804,-49.44746979293174,нет
1,1,1,грузовик,полный,электро,средний,нормально,75.78206607402294,146.74557655538865,1,1,1,грузовик,передний,дизель,высокий,нормально,83.6158621133015,-105.3889659762506,да
1,1,1,седан,задний,электро,низкий,нормально,109.08168769774502,169.93638937313233,0,1,0,внедорожник,полный,дизель,высокий,быстро,50.237644987493965,24.83876405151591,нет
0,0,1,грузовик,передний,гибрид,средний,быстро,149.88968472926217,-79.3892571927078,1,1,1,седан,задний,электро,низкий,нормально,109.08168769774502,169.93638937313233,нет
1,0,1,хэтчбек,задний,гибрид,низкий,быстро,145.7624249228609,134.08575584965337,1,0,0,хэтчбек,передний,дизель,средний,медленно,184.65018091834006,154.98456614076537,нет
