1_двигатель_включен,1_ручной_тормоз,1_фары_включены,1_тип_кузова,1_привод,1_топливо,2_двигатель_включен,2_ручной_тормоз,2_фары_включены,2_тип_кузова,2_привод,2_топливо,collision
0,0,1,1,0,2,1,0,1,2,1,2,1
1,0,0,2,2,2,0,1,1,0,2,2,1
0,0,0,1,2,3,0,1,1,0,2,2,1
1,0,0,3,2,2,1,0,1,2,0,3,1
0,0,0,1,2,1,0,1,0,1,0,3,1
0,0,0,1,0,2,1,0,0,1,1,0,1
1,1,1,3,0,3,0,1,0,1,1,3,1
1,0,0,2,2,3,1,0,0,2,2,1,1
1,0,1,1,2,2,1,0,0,2,2,1,1
0,0,1,0,1,3,0,1,1,3,0,1,1
0,0,1,2,2,2,0,1,1,1,1,0,1
0,0,1,3,0,3,1,0,1,1,0,3,1
0,1,0,1,1,0,1,0,1,1,0,3,0
1,1,0,2,1,0,1,0,1,1,0,3,0
0,1,1,0,2,2,1,1,0,2,0,1,0
0,0,0,1,2,1,0,0,1,3,0,3,1
1,0,1,1,0,2,0,1,0,1,0,3,1
0,0,1,1,0,2,1,1,0,3,1,3,0
1,1,1,2,2,2,1,1,1,3,0,3,1
1,0,1,1,0,2,0,0,1,2,2,2,1
0,1,1,0,2,1,1,0,1,1,0,3,0
0,0,1,2,0,2,0,0,1,2,2,2,1
0,0,0,1,1,0,1,0,0,2,2,3,1
0,0,1,1,0,2,1,1,1,3,0,3,1
0,0,1,0,1,3,1,0,0,2,2,3,1
1,0,0,1,1,0,1,0,1,1,0,3,1
1,1,1,0,2,1,1,0,0,1,2,2,1
1,0,1,2,1,2,1,0,1,2,0,3,1
1,0,1,1,0,2,0,1,1,1,1,0,1
1,1,1,0,2,1,1,1,1,1,1,3,1
0,1,1,3,0,1,0,1,1,1,1,0,1
0,1,0,1,0,3,1,0,0,2,2,3,1
1,0,1,1,0,2,1,0,1,1,2,2,1
1,0,1,2,1,2,0,1,1,3,0,1,0
0,0,1,1,0,2,1,0,1,1,2,2,1
1,0,0,0,0,2,1,1,0,2,1,0,1
0,1,0,1,0,3,1,0,1,2,1,2,0
1,1,0,2,1,0,0,1,1,1,1,0,1
0,1,1,0,2,2,1,0,1,1,2,2,1
1,0,1,2,0,3,1,1,0,2,0,1,1
0,0,0,1,2,1,1,1,1,1,1,3,0
0,0,1,2,2,2,1,0,0,2,2,1,1
0,0,0,1,1,0,0,1,1,3,0,1,0
1,1,1,2,2,2,0,0,1,3,0,3,0
0,0,1,0,1,3,0,1,0,1,0,0,0
0,0,1,0,1,3,0,0,0,3,1,1,1
0,1,1,3,1,2,0,0,0,1,2,3,0
1,0,0,0,0,2,1,1,0,3,1,3,1
0,1,1,3,1,2,0,0,0,2,2,1,0
1,0,1,1,0,2,0,0,0,3,1,1,0
1,1,1,3,0,3,0,1,0,1,0,0,1
0,0,1,1,0,2,1,1,1,1,1,3,1
1,0,0,1,1,0,0,1,1,3,0,1,0
1,0,0,2,2,2,1,0,0,0,0,2,1
1,0,0,2,0,0,1,0,1,1,0,3,1
0,0,0,1,2,1,1,0,1,2,1,2,0
1,1,0,3,1,3,0,1,0,1,0,0,1
1,1,0,3,1,3,0,1,1,0,2,1,0
1,0,1,2,0,3,1,0,1,1,2,2,1
1,1,1,1,1,3,1,1,0,2,1,0,1
0,0,0,1,2,1,0,0,0,1,2,3,1
0,0,1,3,0,3,0,1,1,1,1,0,1
0,1,0,1,0,3,0,0,1,2,2,2,0
0,1,1,1,1,0,1,0,0,2,2,1,0
0,0,0,1,2,1,1,0,0,2,2,2,1
0,0,1,0,1,3,0,1,1,1,1,0,1
0,0,1,1,0,2,1,0,0,2,2,1,0
1,1,1,3,0,3,0,0,0,3,1,1,0
0,0,0,1,0,2,1,0,0,3,2,2,1
0,0,0,2,2,1,0,1,1,3,0,1,1
1,1,0,3,1,3,0,0,0,2,2,1,0
1,1,0,3,1,3,0,1,1,1,1,0,1
1,1,0,3,1,3,0,1,1,3,0,1,1
0,0,0,1,0,2,0,1,1,3,1,2,1
0,0,0,1,2,3,0,1,0,1,1,0,1
0,1,1,3,1,2,1,0,0,1,2,2,0
0,0,0,1,2,1,1,0,1,2,0,3,0
0,0,1,0,1,3,1,0,0,1,1,0,1
1,1,1,1,1,3,0,0,1,2,0,2,0
0,0,0,1,2,3,1,1,0,3,1,3,1
1,1,1,3,0,3,1,0,1,1,2,2,1
0,0,1,1,0,2,1,0,0,1,1,0,1
1,1,1,3,0,3,0,1,1,0,2,2,1
1,0,1,1,0,2,1,0,0,1,1,0,1
0,0,1,3,0,3,0,0,0,1,1,0,1
0,1,1,3,0,1,0,1,1,0,2,1,1
1,0,0,3,2,2,1,0,0,0,0,2,1
0,0,0,3,1,1,1,1,0,2,0,1,1
0,1,0,1,1,3,1,0,1,1,2,2,0
0,0,0,1,2,1,0,0,0,1,1,0,1
1,0,0,2,2,3,0,1,0,1,1,3,1
1,1,1,2,2,2,0,1,0,1,1,3,0
0,1,0,1,0,3,1,0,1,1,2,2,0
0,0,0,1,0,2,0,1,1,3,0,1,1
1,1,1,2,2,2,0,1,0,1,0,0,0
0,0,1,2,0,2,0,0,0,3,1,1,1
0,0,0,1,2,1,0,1,0,1,0,0,1
0,0,0,1,0,2,1,0,1,1,2,2,1
1,0,0,0,0,2,1,0,0,2,2,1,1
0,0,1,3,0,3,1,0,0,1,1,0,0
0,1,0,1,0,3,0,1,1,0,2,1,1
1,0,0,2,2,2,0,1,1,3,0,1,0
1,1,1,1,1,3,0,1,0,1,1,0,1
0,1,0,1,0,0,0,0,0,3,1,1,1
0,0,0,1,0,2,0,0,0,1,1,0,1
1,0,1,1,0,2,0,1,1,0,2,2,1
0,0,0,1,2,1,0,0,1,2,0,2,1
1,1,1,3,0,3,0,1,1,3,0,1,1
0,0,0,3,1,1,1,0,1,2,0,3,0
1,0,0,2,2,2,0,0,1,1,0,2,1
0,0,1,0,1,3,1,1,0,2,1,0,0
1,1,1,0,2,1,1,1,1,3,0,3,1
0,1,0,1,0,0,1,0,1,1,0,3,1
0,1,0,1,0,0,0,1,1,3,0,1,1
0,0,0,1,0,2,1,0,0,1,2,2,1
0,0,1,1,0,2,0,0,0,1,1,0,1
0,0,1,1,0,2,0,0,0,3,1,1,1
0,0,0,1,2,1,1,0,0,0,0,2,1
0,1,0,1,0,3,0,1,0,1,1,3,1
1,1,0,2,1,0,1,0,1,2,0,3,1
1,0,0,1,1,0,0,0,1,2,2,2,0
1,0,0,0,0,2,1,0,1,2,1,2,1
1,0,0,3,2,2,0,1,1,0,2,1,0
0,0,0,1,0,2,1,1,0,2,1,0,0
1,0,0,2,0,0,0,0,0,2,2,1,1
1,0,0,3,2,2,1,0,0,1,1,0,1
1,0,1,1,0,2,0,1,1,0,2,1,0
0,1,0,1,0,0,0,1,1,1,1,0,1
0,0,0,1,2,3,1,0,1,1,2,2,1
1,0,1,1,0,2,1,0,1,2,1,2,1
0,1,0,1,0,3,1,0,0,2,2,1,0
0,0,0,2,2,1,0,1,1,0,2,1,1
0,1,1,3,1,2,0,0,1,3,0,3,1
0,0,0,1,2,3,0,0,1,1,0,2,1
0,1,1,0,2,1,1,0,0,2,2,1,1
0,0,0,1,2,3,1,0,0,2,2,1,1
0,1,1,3,1,2,0,0,1,2,0,2,1
1,1,0,3,1,3,1,0,0,2,2,3,1
0,0,1,2,0,2,1,0,0,1,1,0,0
1,1,1,1,1,3,0,0,1,3,0,3,1
1,1,1,2,2,2,0,0,1,2,0,2,1
0,0,0,1,2,1,1,0,1,1,0,3,1
1,0,0,3,2,2,0,1,0,1,0,0,0
0,0,0,1,0,2,1,1,0,3,1,3,0
0,1,0,1,1,0,0,1,1,0,2,1,1
1,0,1,1,0,2,1,0,1,2,0,3,1
0,1,1,3,1,2,1,1,1,2,2,2,1
1,0,0,1,2,2,1,0,1,2,0,3,1
0,0,0,1,2,1,0,1,1,0,2,1,1
1,1,1,0,2,1,0,1,1,3,0,1,1
0,0,1,1,0,2,0,1,0,1,1,0,1
1,0,1,2,1,2,1,0,0,2,2,1,1
1,0,0,1,2,2,0,0,0,3,1,1,1
1,0,0,2,0,0,0,0,0,1,1,0,1
1,1,1,0,2,1,0,0,0,2,2,1,1
1,0,0,3,2,2,0,1,1,3,0,1,0
0,0,0,3,1,1,0,1,1,1,1,0,1
1,0,1,1,0,2,0,0,1,0,1,3,1
0,1,0,1,0,0,1,0,0,2,2,1,0
1,0,0,2,2,2,1,0,1,2,1,2,1
0,0,1,2,0,2,0,0,0,1,1,0,1
0,0,0,1,1,0,1,0,1,1,2,2,1
0,0,1,0,1,3,0,0,1,2,2,2,1
1,0,0,1,2,2,1,1,0,2,1,0,1
1,0,0,1,1,0,1,1,0,2,1,0,1
1,0,0,2,2,2,0,1,1,1,1,0,0
0,0,0,1,1,0,1,0,0,2,2,1,1
1,0,1,2,1,2,1,1,0,2,1,0,1
0,0,0,1,0,2,0,0,1,2,0,2,1
1,0,0,2,2,2,0,1,0,1,1,3,0
1,1,1,2,2,2,1,0,0,2,2,1,1
1,0,1,2,1,2,1,0,1,1,0,3,1
1,0,0,3,2,2,0,0,0,3,1,1,1
1,1,0,3,1,3,1,0,1,1,2,2,0
1,1,1,2,2,2,0,0,1,0,1,3,0
0,0,1,3,0,3,0,0,0,2,2,1,1
1,1,1,0,2,1,0,0,1,2,0,2,0
0,0,1,3,0,3,1,1,0,2,1,0,0
0,1,1,3,1,2,0,1,1,1,1,0,1
0,0,0,1,1,0,0,1,1,1,1,0,1
1,1,0,2,1,0,0,1,0,1,1,3,1
0,1,0,1,0,0,1,0,0,2,2,3,0
0,1,1,0,2,2,1,0,0,2,2,1,0
0,0,0,1,2,1,0,0,1,1,0,2,1
0,0,0,1,2,3,1,1,0,2,1,0,0
1,1,1,2,2,2,0,1,1,0,2,1,1
1,1,1,1,1,3,1,0,0,1,1,0,1
1,0,0,2,2,3,1,0,1,1,0,3,1
1,0,0,3,2,2,1,1,1,2,2,2,1
1,0,0,1,2,2,1,0,0,2,2,3,1
1,0,0,2,2,2,0,0,0,3,1,1,1
0,1,1,0,2,2,0,0,1,0,1,3,1
1,1,1,0,2,1,0,1,1,0,2,2,1
0,1,1,3,1,2,1,0,0,1,1,0,0
1,1,1,1,1,3,1,0,0,2,2,1,0
1,0,0,0,0,2,0,1,1,3,0,1,0
0,0,1,1,0,2,0,1,1,0,2,1,1
1,0,1,1,0,2,1,0,0,2,2,3,1
1,0,0,3,2,2,1,1,1,1,1,3,0
0,1,0,1,0,3,0,1,1,3,0,1,1
0,0,1,1,0,2,1,1,0,2,1,0,0
0,1,1,3,0,1,1,0,0,2,2,1,0
1,0,0,0,0,2,0,1,0,1,0,0,1
1,0,0,2,2,2,1,0,0,2,2,1,1
0,0,0,1,2,3,1,1,1,1,1,3,1
1,0,1,1,0,2,0,1,0,1,1,3,0
1,1,1,1,1,3,0,0,1,2,2,2,0
0,1,0,1,0,0,0,0,0,2,2,1,1
1,0,0,0,0,2,0,1,1,0,2,1,0
0,0,1,0,1,3,0,0,0,2,2,1,1
0,0,1,2,2,2,1,0,1,2,0,3,1
0,0,1,0,1,3,1,0,1,2,0,3,1
1,0,1,1,0,2,1,1,1,0,2,1,1
0,0,1,2,2,2,0,0,0,2,2,1,1
1,0,0,3,2,2,1,1,0,3,1,3,1
1,0,0,2,2,2,0,0,0,2,2,1,1
1,1,1,1,1,3,1,0,0,2,2,3,1
0,1,1,1,1,0,1,0,1,1,0,3,1
1,1,1,3,0,3,1,0,1,2,1,2,1
0,1,1,0,2,2,0,1,1,1,1,0,1
0,0,1,1,0,2,0,0,1,2,0,2,1
0,0,1,0,1,3,1,0,1,2,1,2,1
1,0,0,0,0,2,1,1,0,2,0,1,1
0,1,1,0,2,2,1,0,1,2,1,2,1
1,0,0,3,2,2,1,1,1,3,0,3,1
1,1,1,1,1,3,0,1,1,0,2,1,1
0,0,0,1,2,1,1,0,0,2,2,3,1
1,1,0,2,1,0,0,1,1,0,2,1,0
0,0,1,1,0,2,1,0,1,2,0,3,1
0,0,0,1,2,3,0,1,1,3,0,1,0
1,1,0,2,1,0,1,1,0,2,0,1,1
1,0,0,3,2,2,1,0,0,1,2,2,1
1,0,0,0,0,2,0,0,1,3,0,3,1
1,1,1,2,2,2,1,1,0,2,0,1,1
0,1,1,3,1,2,1,0,1,1,0,3,0
0,1,0,1,0,3,1,0,1,1,0,3,1
