time_left,ct_score,t_score,map,ct_health,t_health,ct_armor,t_armor,ct_money,t_money,ct_helmets,t_helmets,ct_defuse_kits,ct_players_alive,t_players_alive,health_lead,armor_lead,money_lead,helmets_lead,players_alive_lead,KMeans_Cluster,DBSCAN_Cluster,GaussianMixture_Cluster,CustomKMeans_Cluster
114.94,3,15,6,500,500,462,200,14900,9200,5,0,5,5,5,2,0,0,0,2,1,-1,1,1
104.23,8,7,1,500,500,300,300,500,650,0,0,1,5,5,2,2,1,2,2,1,-1,1,1
26.86,2,0,5,434,100,438,0,11100,2700,5,0,2,5,1,0,0,0,0,0,0,-1,0,0
89.85,3,3,5,467,353,456,483,1750,11150,2,5,3,5,5,0,1,1,1,2,1,-1,0,1
174.95,13,9,2,500,500,100,0,30450,11050,1,0,1,5,5,2,0,0,0,2,1,-1,1,1
22.99,8,7,4,143,400,192,200,600,2000,0,0,0,2,4,1,1,1,2,1,0,-1,0,0
34.96,9,7,1,469,319,489,435,1100,650,0,5,0,5,5,0,0,0,1,2,1,-1,0,1
74.95,0,5,3,273,282,287,302,4900,23800,2,4,2,3,4,1,1,1,1,1,0,-1,0,0
114.9,4,3,2,500,500,500,500,300,1900,0,5,0,5,5,2,2,1,1,2,1,-1,1,1
109.93,6,11,4,500,500,476,500,7300,400,5,5,4,5,5,2,1,0,2,2,1,-1,1,1
54.95,10,0,6,300,88,282,95,24100,300,3,1,3,3,1,0,0,0,0,0,0,-1,0,0
174.92,0,2,1,500,500,166,85,15000,21650,1,1,0,5,5,2,0,1,2,2,1,-1,1,1
114.93,0,1,1,500,500,400,500,1100,1500,4,5,0,5,5,2,1,1,1,2,1,-1,1,1
114.9,0,0,3,500,500,400,300,600,600,0,0,0,5,5,2,0,2,2,2,1,-1,1,1
54.95,13,6,2,380,428,400,402,6900,21350,1,5,1,4,5,1,1,1,1,1,1,-1,0,1
114.93,3,10,1,500,500,500,500,1300,24600,3,5,1,5,5,2,2,1,1,2,1,-1,1,1
20.37,12,8,2,300,308,290,368,4750,1750,3,4,3,3,5,1,1,0,1,1,0,-1,0,0
170.0,7,6,2,500,500,268,0,31450,30700,2,0,3,5,5,2,0,0,0,2,1,-1,1,1
74.9,17,17,7,500,500,500,500,27550,10550,4,5,4,5,5,2,2,0,1,2,1,-1,1,1
54.95,13,10,4,153,51,200,89,450,400,0,1,0,2,1,0,0,0,1,0,0,-1,0,0
34.9,2,4,4,369,92,353,0,11850,3950,4,0,3,4,2,0,0,0,0,0,0,-1,0,0
34.93,1,0,1,500,500,500,500,800,400,5,5,2,5,5,2,2,0,2,2,1,-1,1,1
34.8,0,1,1,300,446,300,498,150,1300,3,5,0,3,5,1,1,1,1,1,0,-1,0,0
76.16,8,14,7,200,214,100,278,2650,17350,1,3,0,2,3,1,1,1,1,1,0,-1,0,0
166.85,0,5,7,500,500,0,175,29600,46450,0,2,0,5,5,2,1,1,1,2,1,-1,1,1
174.91,12,13,3,500,500,100,364,16800,20750,1,4,1,5,5,2,1,1,1,2,1,-1,1,1
21.3,13,12,4,208,200,296,166,2600,13650,1,2,2,3,2,0,0,1,1,0,0,-1,0,0
46.82,6,14,6,289,332,295,387,7300,1150,1,4,2,3,4,1,1,0,1,1,0,-1,0,0
167.88,21,18,2,500,500,500,300,47400,62700,3,3,5,5,5,2,0,1,2,2,1,-1,1,1
175.0,6,13,6,500,500,400,468,5300,23550,3,5,3,5,5,2,1,1,1,2,1,-1,1,1
175.0,4,6,1,500,500,300,459,13950,18750,2,5,2,5,5,2,1,1,1,2,1,-1,1,1
34.88,13,9,5,421,485,499,481,700,11350,3,5,1,5,5,1,0,1,1,2,1,-1,0,1
172.48,6,8,3,500,500,498,500,13200,9750,5,5,5,5,5,2,1,0,2,2,1,-1,1,1
114.95,7,3,3,500,500,466,500,25200,450,5,5,5,5,5,2,1,0,2,2,1,-1,1,1
54.94,1,5,6,400,373,400,376,700,30000,2,4,0,4,4,0,0,1,1,2,1,-1,0,1
54.91,3,14,6,500,500,398,439,200,13500,1,5,0,5,5,2,1,1,1,2,1,-1,1,1
65.95,8,0,3,500,463,463,483,41200,900,5,5,3,5,5,0,1,0,2,2,1,-1,0,1
86.86,3,14,7,500,306,466,439,200,250,5,5,0,5,5,0,0,1,2,2,1,-1,0,1
175.0,4,11,4,500,500,200,200,2300,1900,0,0,1,5,5,2,2,0,2,2,1,-1,1,1
101.7,5,10,4,500,500,400,300,550,550,0,0,1,5,5,2,0,2,2,2,1,-1,1,1
174.95,9,15,3,500,500,261,0,39700,15500,3,0,3,5,5,2,0,0,0,2,1,-1,1,1
54.95,1,7,1,100,95,100,145,2300,21150,0,2,0,1,2,0,1,1,1,1,0,-1,0,0
74.95,5,8,4,448,400,480,380,12050,3300,4,4,3,5,4,0,0,0,2,0,0,-1,0,0
74.91,8,0,6,323,300,375,200,45500,4050,4,1,4,4,3,0,0,0,0,0,0,-1,0,0
114.9,0,1,5,500,500,0,500,9950,3700,0,5,0,5,5,2,1,0,1,2,1,-1,1,1
94.87,5,7,7,499,385,482,487,4500,9900,5,5,5,5,5,0,1,1,2,2,1,-1,0,1
69.94,11,14,7,500,454,483,459,15000,2050,4,5,4,5,5,0,0,0,1,2,1,-1,0,1
114.95,1,2,2,500,500,497,455,2400,6750,3,5,2,5,5,2,0,1,1,2,1,-1,1,1
0.2,14,13,4,364,432,375,476,9550,16850,3,5,3,4,5,1,1,1,1,1,1,-1,0,1
114.92,7,10,3,500,500,498,500,5350,800,5,5,4,5,5,2,1,0,2,2,1,-1,1,1
174.91,3,4,4,500,500,327,0,28850,22750,4,0,3,5,5,2,0,0,0,2,1,-1,1,1
54.93,10,8,1,500,368,498,0,9600,9050,5,0,4,5,5,0,0,0,0,2,1,-1,0,1
27.78,3,1,1,395,374,0,448,9150,10550,0,5,0,4,5,0,1,1,1,1,0,-1,0,0
34.94,8,1,6,273,338,300,387,11050,800,3,3,2,3,4,1,1,0,2,1,0,-1,0,0
74.96,1,0,2,500,377,500,298,450,1250,4,2,2,5,4,0,0,1,0,0,0,-1,0,0
114.92,11,13,1,500,500,492,500,14550,10200,5,2,2,5,5,2,1,0,0,2,1,-1,1,1
168.05,17,16,2,500,500,400,300,55900,63550,4,3,4,5,5,2,0,1,0,2,1,-1,1,1
30.88,4,11,2,300,62,200,0,900,0,0,0,1,3,1,0,0,0,2,0,0,-1,0,0
114.93,4,6,1,500,500,500,500,22050,1400,4,5,5,5,5,2,2,0,1,2,1,-1,1,1
74.95,14,10,3,488,316,483,400,36850,1350,5,4,5,5,4,0,0,0,0,0,1,-1,0,1
28.22,4,11,3,89,215,93,255,450,1650,0,0,0,1,3,1,1,1,2,1,0,-1,0,0
8.59,0,2,5,108,309,0,369,4300,5350,0,4,1,2,4,1,1,1,1,1,0,-1,0,0
175.0,8,7,4,500,500,0,0,4000,4000,0,0,0,5,5,2,2,2,2,2,1,-1,1,1
114.87,2,3,3,500,500,500,495,1350,10850,1,5,1,5,5,2,0,1,1,2,1,-1,1,1
174.93,6,2,7,500,500,96,100,36900,13200,1,1,1,5,5,2,1,0,2,2,1,-1,1,1
74.93,5,13,3,357,82,374,249,14550,6300,4,3,4,4,3,0,0,0,0,0,0,-1,0,0
174.93,1,5,6,500,500,100,0,23250,43950,1,0,1,5,5,2,0,1,0,2,1,-1,1,1
34.95,7,5,2,485,400,0,368,12700,12000,0,4,0,5,4,0,1,0,1,0,0,-1,0,0
174.95,0,1,3,500,500,0,138,11100,18600,0,0,0,5,5,2,1,1,2,2,1,-1,1,1
156.66,8,7,1,500,500,300,300,650,650,0,0,0,5,5,2,2,2,2,2,1,-1,1,1
100.55,5,2,4,500,457,491,450,14000,13200,4,5,3,5,5,0,0,0,1,2,1,-1,0,1
74.96,7,10,2,500,500,376,461,13250,8650,2,5,0,5,5,2,1,0,1,2,1,-1,1,1
29.94,2,5,2,100,222,0,285,2250,15450,0,3,0,1,3,1,1,1,1,1,0,-1,0,0
166.88,0,1,2,500,500,0,65,11250,18700,0,0,0,5,5,2,1,1,2,2,1,-1,1,1
74.95,7,14,1,352,94,397,97,1150,5200,0,1,0,4,1,0,0,1,1,0,0,-1,0,0
54.97,2,10,2,328,42,396,89,2100,9250,1,1,0,4,1,0,0,1,2,0,0,-1,0,0
94.94,0,1,2,200,461,100,484,350,1450,1,5,0,2,5,1,1,1,1,1,0,-1,0,0
86.33,8,12,7,500,400,200,385,10800,16050,0,4,1,5,4,0,1,1,1,0,0,-1,0,0
172.81,4,5,6,500,500,495,500,6450,9850,4,5,4,5,5,2,1,1,1,2,1,-1,1,1
174.95,7,15,1,500,500,293,270,20850,41000,2,4,1,5,5,2,0,1,1,2,1,-1,1,1
89.9,0,6,1,399,181,296,165,9700,10800,2,2,1,4,2,0,0,1,2,0,0,-1,0,0
167.0,10,12,4,500,500,100,459,18900,37800,0,5,0,5,5,2,1,1,1,2,1,-1,1,1
174.91,10,9,7,500,500,370,0,30600,28600,4,0,1,5,5,2,0,0,0,2,1,-1,1,1
34.81,13,12,3,451,100,443,100,48500,100,5,1,5,5,1,0,0,0,0,0,0,-1,0,0
94.94,0,1,6,500,497,300,488,1900,1100,3,4,0,5,5,0,1,0,1,2,1,-1,0,1
114.89,9,3,5,500,500,500,480,300,5400,1,5,1,5,5,2,0,1,1,2,1,-1,1,1
156.88,10,13,4,500,500,192,500,13650,8650,1,5,1,5,5,2,1,0,1,2,1,-1,1,1
54.95,6,10,1,407,371,422,0,400,10150,4,0,3,5,5,0,0,1,0,2,1,-1,0,1
6.58,9,11,7,163,203,292,342,1500,6550,3,4,2,3,4,1,1,1,1,1,0,-1,0,0
54.94,0,1,1,375,435,393,476,200,950,3,5,0,4,5,1,1,1,1,1,1,-1,0,1
108.51,13,10,1,500,500,497,500,3600,1800,5,5,5,5,5,2,1,0,2,2,1,-1,1,1
72.2,10,7,1,263,238,293,431,850,3850,0,5,0,3,5,0,1,1,1,1,0,-1,0,0
157.66,6,4,3,500,500,500,100,12550,11450,5,0,5,5,5,2,0,0,0,2,1,-1,1,1
114.96,8,6,4,500,500,485,400,29450,2600,5,4,5,5,5,2,0,0,0,2,1,-1,1,1
174.89,0,0,7,500,500,0,0,4000,4000,0,0,0,5,5,2,2,2,2,2,1,-1,1,1
174.96,2,3,2,500,500,0,289,10350,22050,0,3,0,5,5,2,1,1,1,2,1,-1,1,1
9.89,11,9,5,283,36,388,84,3850,1750,3,1,2,4,1,0,0,0,0,0,0,-1,0,0
33.37,0,4,7,160,100,192,84,3100,8550,0,1,2,2,1,0,0,1,1,0,0,-1,0,0
34.93,6,0,1,300,390,292,481,12400,950,2,5,3,3,5,1,1,0,1,1,0,-1,0,0
69.91,15,5,7,374,300,400,299,5000,2250,3,2,2,4,3,0,0,0,0,0,0,-1,0,0
82.96,13,15,1,482,453,498,483,17850,450,5,5,5,5,5,0,0,0,2,2,1,-1,0,1
166.94,10,10,4,500,500,96,361,11850,23950,1,4,1,5,5,2,1,1,1,2,1,-1,1,1
54.92,13,11,1,498,486,480,494,13100,6500,3,5,3,5,5,0,1,0,1,2,1,-1,0,1
168.82,0,0,2,500,500,300,300,1250,650,0,0,1,5,5,2,2,0,2,2,1,-1,1,1
14.9,4,4,3,379,159,400,188,2800,4650,2,2,1,4,2,0,0,1,2,0,0,-1,0,0
14.94,11,15,5,117,100,280,100,5500,0,3,0,3,3,1,0,0,0,0,0,0,-1,0,0
94.94,5,6,4,500,500,500,485,400,3250,3,5,0,5,5,2,0,1,1,2,1,-1,1,1
175.0,13,12,1,500,500,500,491,5100,7500,3,5,2,5,5,2,0,1,1,2,1,-1,1,1
105.23,9,1,3,500,500,498,400,10450,5850,5,2,4,5,5,2,0,0,0,2,1,-1,1,1
86.8,15,16,4,441,475,491,461,1750,27650,3,5,2,5,5,1,0,1,1,2,1,-1,0,1
175.0,21,21,3,500,500,0,0,80000,80000,0,0,0,5,5,2,2,2,2,2,1,-1,1,1
109.93,12,10,7,500,500,485,441,3150,17550,3,5,3,5,5,2,0,1,1,2,1,-1,1,1
49.91,15,4,7,100,300,100,200,4700,1650,1,2,0,1,3,1,1,0,1,1,0,-1,0,0
166.92,0,1,3,500,500,0,300,10250,18650,0,0,0,5,5,2,1,1,2,2,1,-1,1,1
29.31,9,6,3,300,170,200,184,1100,900,0,0,0,3,2,0,0,0,2,0,0,-1,0,0
74.95,4,15,2,420,384,499,350,650,11000,3,4,1,5,4,0,0,1,1,0,0,-1,0,0
46.91,16,17,4,300,300,300,300,11150,15300,2,3,1,3,3,2,2,1,1,2,0,-1,0,0
54.97,14,14,4,358,473,400,461,850,30750,2,5,2,4,5,1,1,1,1,1,1,-1,0,1
54.95,13,15,4,391,500,390,0,500,9350,2,0,1,4,5,1,0,1,0,1,0,-1,0,0
34.7,1,8,2,194,92,200,109,100,12400,1,2,0,2,2,0,0,1,1,2,0,-1,0,0
86.82,10,13,7,391,440,400,467,500,16600,1,5,1,4,5,1,1,1,1,1,1,-1,0,1
5.81,0,0,6,3,0,92,0,1350,0,0,0,0,1,0,0,0,0,2,0,0,-1,0,0
28.92,1,14,2,174,237,100,183,250,1500,0,0,0,2,3,1,1,1,2,1,0,-1,0,0
40.41,18,18,4,200,178,200,195,8300,11000,1,2,1,2,2,0,0,1,1,2,0,-1,0,0
54.95,3,7,2,400,494,400,497,50,32650,0,5,1,4,5,1,1,1,1,1,1,-1,0,1
169.94,7,4,4,500,500,100,94,14150,27150,1,0,1,5,5,2,0,1,0,2,1,-1,1,1
89.96,0,1,1,435,448,477,478,850,400,4,5,0,5,5,1,1,0,1,2,1,-1,0,1
94.96,8,5,1,500,500,500,488,1500,5500,3,5,1,5,5,2,0,1,1,2,1,-1,1,1
34.93,16,18,6,360,394,400,389,20950,41800,4,4,4,4,5,1,0,1,2,1,1,-1,0,1
84.95,7,2,7,411,100,482,100,21250,200,5,1,4,5,1,0,0,0,0,0,0,-1,0,0
30.22,11,9,4,200,355,196,189,2550,8000,2,1,2,2,4,1,0,1,0,1,0,-1,0,0
74.9,4,0,6,424,418,493,470,21550,750,5,5,3,5,5,0,0,0,2,2,1,-1,0,1
69.93,9,2,6,285,378,276,463,30250,2450,3,4,3,3,5,1,1,0,1,1,0,-1,0,1
96.34,15,18,4,400,492,400,496,17000,23650,2,5,4,4,5,1,1,1,1,1,1,-1,0,1
175.0,4,11,4,500,500,200,100,2300,2550,0,0,1,5,5,2,0,1,2,2,1,-1,1,1
49.91,32,31,5,424,483,498,494,48150,54900,4,5,4,5,5,1,0,1,1,2,1,-1,0,1
94.94,10,9,6,400,400,300,400,1350,750,3,4,1,4,4,2,1,0,1,2,1,-1,0,1
169.91,11,1,5,500,500,374,0,57850,19150,3,0,3,5,5,2,0,0,0,2,1,-1,1,1
14.93,7,14,5,400,100,393,98,11500,1900,4,0,4,4,1,0,0,0,0,0,0,-1,0,0
106.86,0,1,7,500,500,400,500,2400,2200,3,5,0,5,5,2,1,0,1,2,1,-1,1,1
114.97,2,1,2,500,500,496,475,450,6500,1,5,1,5,5,2,0,1,1,2,1,-1,1,1
46.85,0,5,2,446,500,485,409,850,29400,2,5,3,5,5,1,0,1,1,2,1,-1,0,1
54.9,5,9,5,414,500,491,500,5800,400,5,5,4,5,5,1,1,0,2,2,1,-1,0,1
14.93,15,14,6,281,291,100,250,100,5950,1,3,0,3,3,1,1,1,1,2,0,-1,0,0
166.91,14,9,1,500,500,200,273,17450,34500,2,3,2,5,5,2,1,1,1,2,1,-1,1,1
68.02,17,16,2,500,465,500,488,46000,52950,5,5,4,5,5,0,0,1,2,2,1,-1,0,1
174.91,0,0,1,500,500,0,0,4000,4000,0,0,0,5,5,2,2,2,2,2,1,-1,1,1
39.04,5,15,7,200,300,187,300,750,4900,1,3,2,2,3,1,1,1,1,1,0,-1,0,0
174.96,12,2,4,500,500,177,0,38550,18250,2,0,2,5,5,2,0,0,0,2,1,-1,1,1
30.75,13,15,4,265,200,298,200,15900,3250,3,2,3,3,2,0,0,0,0,0,0,-1,0,0
87.34,7,5,1,500,500,0,489,11550,7200,0,5,0,5,5,2,1,0,1,2,1,-1,1,1
109.82,4,3,2,500,500,496,100,24700,10750,5,0,5,5,5,2,0,0,0,2,1,-1,1,1
169.86,11,10,5,500,500,0,96,29050,27600,0,1,0,5,5,2,1,0,1,2,1,-1,1,1
74.95,12,4,1,491,500,496,300,550,800,5,3,1,5,5,1,0,1,0,2,1,-1,0,1
108.12,11,10,7,500,500,470,500,26100,1950,5,5,2,5,5,2,1,0,2,2,1,-1,1,1
33.95,0,0,3,6,73,100,0,750,900,0,0,0,1,1,1,0,1,2,2,0,-1,0,0
174.93,0,0,7,500,500,0,0,4000,4000,0,0,0,5,5,2,2,2,2,2,1,-1,1,1
13.88,12,13,2,200,297,200,378,7850,29250,2,4,1,2,4,1,1,1,1,1,0,-1,0,0
14.96,11,13,4,200,100,184,100,1800,250,1,1,2,2,1,0,0,0,2,0,0,-1,0,0
18.32,2,1,2,300,340,0,349,9600,3750,0,4,0,3,4,1,1,0,1,1,0,-1,0,0
175.0,4,11,3,500,500,300,100,550,3350,0,0,1,5,5,2,0,1,2,2,1,-1,1,1
166.94,10,15,1,500,500,200,354,23650,30100,2,3,1,5,5,2,1,1,1,2,1,-1,1,1
114.93,10,8,7,500,500,300,466,4050,3900,2,5,0,5,5,2,1,0,1,2,1,-1,1,1
94.93,7,2,1,500,500,476,498,29350,400,5,4,5,5,5,2,1,0,0,2,1,-1,1,1
174.94,6,0,6,500,500,464,0,58350,18250,4,0,4,5,5,2,0,0,0,2,1,-1,1,1
70.95,15,14,2,311,389,374,396,2100,2500,3,4,4,4,4,1,1,1,1,2,1,-1,0,1
94.92,8,14,4,500,500,500,488,550,20550,0,5,0,5,5,2,0,1,1,2,1,-1,1,1
114.95,7,14,1,500,500,500,430,250,22900,0,5,1,5,5,2,0,1,1,2,1,-1,1,1
35.77,1,1,5,100,388,78,466,200,6200,1,5,1,1,5,1,1,1,1,1,0,-1,0,0
174.91,11,12,5,500,500,185,0,40850,27300,2,0,2,5,5,2,0,0,0,2,1,-1,1,1
74.95,2,2,3,447,495,0,401,10000,14700,0,5,0,5,5,1,1,1,1,2,1,-1,0,1
26.8,6,7,1,300,200,300,200,16650,550,3,2,3,3,2,0,0,0,0,0,0,-1,0,0
94.91,2,1,7,500,458,476,436,1350,11400,5,5,2,5,5,0,0,1,2,2,1,-1,0,1
94.96,0,2,2,500,500,500,463,450,4150,2,5,1,5,5,2,0,1,1,2,1,-1,1,1
174.91,2,9,2,500,500,300,0,18800,58850,0,0,3,5,5,2,0,1,2,2,1,-1,1,1
29.34,3,5,4,400,404,384,494,13000,3450,4,5,3,4,5,1,1,0,1,1,1,-1,0,1
34.95,13,6,1,384,123,394,176,22950,1150,4,2,4,4,2,0,0,0,0,0,0,-1,0,0
78.92,15,14,5,499,493,488,498,1000,3650,1,5,2,5,5,0,1,1,1,2,1,-1,0,1
94.95,15,6,1,300,327,268,392,24900,950,3,4,3,3,4,1,1,0,1,1,0,-1,0,0
74.8,13,8,3,500,200,500,100,16000,200,5,0,5,5,2,0,0,0,0,0,0,-1,0,0
114.89,10,6,5,500,500,500,0,400,10450,5,0,1,5,5,2,0,1,0,2,1,-1,1,1
60.32,15,18,1,233,245,385,293,39400,33850,3,3,4,4,3,1,0,0,2,0,0,-1,0,0
114.96,3,4,2,500,500,0,495,19350,10400,0,5,0,5,5,2,1,0,1,2,1,-1,1,1
34.55,2,3,2,444,330,500,374,550,10100,1,4,0,5,4,0,0,1,1,0,0,-1,0,0
94.95,6,0,3,481,197,497,198,27400,3850,5,1,3,5,2,0,0,0,0,0,0,-1,0,0
74.95,6,7,3,473,409,487,467,11000,16000,2,5,4,5,5,0,0,1,1,2,1,-1,0,1
74.93,9,11,6,400,443,95,447,11100,15350,0,5,0,4,5,1,1,1,1,1,1,-1,0,1
30.71,8,3,3,146,80,192,91,21400,650,2,1,2,2,1,0,0,0,0,0,0,-1,0,0
74.92,4,4,1,369,368,436,393,25650,8700,5,4,3,5,4,0,0,0,0,0,0,-1,0,0
74.83,9,15,4,500,500,500,500,13000,5900,5,4,3,5,5,2,2,0,0,2,1,-1,1,1
174.95,3,10,4,500,500,297,0,17300,35550,2,0,0,5,5,2,0,1,0,2,1,-1,1,1
32.24,10,11,5,130,435,92,457,4300,5350,0,5,0,2,5,1,1,1,1,1,0,-1,0,0
94.95,3,8,4,500,500,400,500,150,2900,3,4,1,5,5,2,1,1,1,2,1,-1,1,1
17.02,0,0,5,200,171,200,84,600,1150,0,0,1,2,2,0,0,1,2,2,0,-1,0,0
74.9,12,12,5,466,408,360,471,5900,11350,1,5,2,5,5,0,1,1,1,2,1,-1,0,1
94.95,4,3,2,500,500,0,461,12450,14000,0,5,0,5,5,2,1,1,1,2,1,-1,1,1
94.95,11,13,1,500,500,485,499,17900,1150,5,4,5,5,5,2,1,0,0,2,1,-1,1,1
174.94,13,9,3,500,500,391,355,17050,18200,3,4,3,5,5,2,0,1,1,2,1,-1,1,1
174.96,3,6,4,500,500,171,0,26000,11950,2,0,2,5,5,2,0,0,0,2,1,-1,1,1
29.89,10,7,5,300,234,300,285,450,8350,1,3,0,3,3,0,0,1,1,2,0,-1,0,0
71.06,10,10,1,500,488,500,453,2450,13400,3,5,2,5,5,0,0,1,1,2,1,-1,0,1
74.91,6,15,6,200,326,200,381,50,7300,0,4,1,2,4,1,1,1,1,1,0,-1,0,0
26.81,15,10,6,132,487,200,494,2600,3050,2,5,2,2,5,1,1,1,1,1,0,-1,0,0
34.95,10,10,3,248,252,261,296,17850,900,3,3,3,3,3,1,1,0,2,2,0,-1,0,0
175.0,6,5,5,500,500,384,0,22600,23700,3,0,3,5,5,2,0,1,0,2,1,-1,1,1
37.76,3,6,2,200,277,200,299,2950,17800,2,3,2,2,3,1,1,1,1,1,0,-1,0,0
13.27,10,11,3,100,198,100,197,3300,2400,1,2,0,1,2,1,1,0,1,1,0,-1,0,0
54.96,11,10,2,496,500,500,472,250,13500,1,5,0,5,5,1,0,1,1,2,1,-1,0,1
94.94,13,13,1,500,500,485,441,550,20500,2,5,1,5,5,2,0,1,1,2,1,-1,1,1
54.8,14,13,7,499,401,498,480,3250,21250,4,5,3,5,5,0,0,1,1,2,1,-1,0,1
114.95,7,11,2,500,500,474,500,8600,100,5,5,5,5,5,2,1,0,2,2,1,-1,1,1
174.93,2,7,1,500,500,100,0,26950,17100,1,0,0,5,5,2,0,0,0,2,1,-1,1,1
169.94,5,13,4,500,500,0,349,15200,23450,0,4,0,5,5,2,1,1,1,2,1,-1,1,1
94.93,7,0,3,500,487,496,395,26200,13800,5,2,5,5,5,0,0,0,0,2,1,-1,0,1
34.94,9,12,3,367,200,372,200,24550,400,4,2,4,4,2,0,0,0,0,0,0,-1,0,0
80.5,15,13,2,453,300,498,299,12050,150,5,3,5,5,3,0,0,0,0,0,0,-1,0,0
67.45,11,1,4,40,31,95,75,8250,1100,1,1,1,1,1,0,0,0,2,2,0,-1,0,0
114.93,1,4,2,500,500,500,493,300,23100,0,5,1,5,5,2,0,1,1,2,1,-1,1,1
172.2,10,7,1,500,500,300,395,4250,6400,0,4,0,5,5,2,1,1,1,2,1,-1,1,1
174.96,2,4,4,500,500,400,0,20750,20400,3,0,2,5,5,2,0,0,0,2,1,-1,1,1
34.9,0,5,7,500,162,500,186,2150,10750,1,2,3,5,2,0,0,1,1,0,0,-1,0,0
47.04,1,10,5,400,376,300,387,8350,25200,0,4,0,4,4,0,1,1,1,2,1,-1,0,1
54.93,15,6,6,400,400,362,400,20600,2500,4,4,3,4,4,2,1,0,2,2,1,-1,0,1
74.95,1,3,1,300,204,300,220,150,5500,1,3,0,3,3,0,0,1,1,2,0,-1,0,0
74.91,3,7,6,500,400,496,400,10400,23150,3,4,5,5,4,0,0,1,1,0,1,-1,0,1
10.16,11,7,6,23,0,86,0,1200,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0
166.93,9,14,1,500,500,477,0,22650,24900,3,0,4,5,5,2,0,1,0,2,1,-1,1,1
86.83,6,0,2,500,500,481,500,22300,600,5,5,5,5,5,2,1,0,2,2,1,-1,1,1
70.26,4,1,2,200,199,130,87,16450,2250,2,1,1,2,2,0,0,0,0,2,0,-1,0,0
104.95,6,9,4,500,485,400,392,600,650,0,0,0,5,5,0,0,1,2,2,1,-1,0,1
72.81,2,6,4,100,300,100,300,350,1750,1,2,1,1,3,1,1,1,1,1,0,-1,0,0
86.92,4,0,2,500,441,484,477,11950,10350,4,3,5,5,5,0,0,0,0,2,1,-1,0,1
174.91,15,14,6,500,500,0,256,27550,36900,0,3,0,5,5,2,1,1,1,2,1,-1,1,1
114.9,12,12,5,500,500,366,471,6300,11350,1,5,2,5,5,2,1,1,1,2,1,-1,1,1
34.95,9,1,2,200,13,200,81,0,1650,1,1,1,2,1,0,0,1,2,0,0,-1,0,0
34.96,10,6,2,500,486,500,294,850,350,5,3,2,5,5,0,0,0,0,2,1,-1,0,1
94.97,2,1,2,200,400,187,385,300,8150,2,4,0,2,4,1,1,1,1,1,0,-1,0,0
29.91,5,0,3,331,406,496,477,24850,7550,5,5,5,5,5,1,0,0,2,2,1,-1,0,1
30.4,6,12,1,200,252,200,293,450,2950,0,3,0,2,3,1,1,1,1,1,0,-1,0,0
5.31,6,5,1,52,5,83,69,1250,1250,1,1,1,1,1,0,0,2,2,2,0,-1,0,0
8.52,2,0,3,40,170,90,188,2800,600,1,2,0,1,2,1,1,0,1,1,0,-1,0,0
94.91,2,1,6,500,200,500,0,4350,5300,5,0,2,5,2,0,0,1,0,0,0,-1,0,0
175.0,2,11,2,500,500,400,394,6850,28900,1,4,1,5,5,2,0,1,1,2,1,-1,1,1
94.91,4,6,6,275,263,299,378,1100,1650,3,4,2,3,4,0,1,1,1,1,0,-1,0,0
175.0,12,8,2,500,500,394,0,19400,13150,4,0,4,5,5,2,0,0,0,2,1,-1,1,1
174.95,8,10,2,500,500,100,346,26050,29650,0,4,0,5,5,2,1,1,1,2,1,-1,1,1
174.92,10,6,2,500,500,100,0,18150,11050,0,0,0,5,5,2,0,0,2,2,1,-1,1,1
4.93,1,5,5,400,100,400,81,1550,8900,1,1,2,4,1,0,0,1,2,0,0,-1,0,0
34.73,0,2,5,179,218,196,295,250,2250,1,3,0,2,3,1,1,1,1,1,0,-1,0,0
54.95,15,6,4,260,88,300,97,900,300,2,1,1,3,1,0,0,0,0,0,0,-1,0,0
69.84,8,5,6,408,400,497,400,43250,900,5,4,5,5,4,0,0,0,0,0,1,-1,0,1
54.88,1,12,5,11,276,94,420,1400,49200,0,5,0,1,5,1,1,1,1,1,0,-1,0,0
114.91,0,0,5,500,500,400,300,650,550,0,0,1,5,5,2,0,0,2,2,1,-1,1,1
114.94,9,12,7,500,500,500,500,8300,6350,5,5,2,5,5,2,2,0,2,2,1,-1,1,1
114.92,6,15,1,500,500,500,500,1800,2300,2,5,2,5,5,2,2,1,1,2,1,-1,1,1
94.91,3,4,4,373,200,361,200,13600,100,4,2,4,4,2,0,0,0,0,0,0,-1,0,0
34.9,4,0,6,424,324,493,373,21850,550,5,4,3,5,4,0,0,0,0,0,0,-1,0,0
29.37,6,2,5,80,251,100,267,2700,10250,1,3,1,1,3,1,1,1,1,1,0,-1,0,0
54.94,8,14,5,335,500,400,500,2150,12800,3,5,3,4,5,1,1,1,1,1,1,-1,0,1
174.91,2,3,5,500,500,0,455,21900,36900,0,5,0,5,5,2,1,1,1,2,1,-1,1,1
54.9,7,7,7,242,328,282,365,550,3000,1,4,2,3,4,1,1,1,1,1,0,-1,0,0
94.95,10,13,3,200,275,200,298,200,4650,1,3,0,2,3,1,1,1,1,1,0,-1,0,0
94.9,3,10,7,300,234,296,269,1800,19250,3,3,1,3,3,0,0,1,2,2,0,-1,0,0
